OBJECTID,DATE,Age_0_to_9,Age_10_to_19,Age_20_to_29,Age_30_to_39,Age_40_to_49,Age_50_to_59,Age_60_to_69,Age_70_to_79,Age_80plus,Age_Unknown
268,12/21/2020 05:00:00 AM,11276,22817,47202,44775,39373,37742,25160,14525,10203,0
269,12/22/2020 05:00:00 AM,11398,23016,47619,45177,39719,38113,25423,14656,10276,0
270,12/23/2020 05:00:00 AM,11525,23227,48027,45591,40125,38507,25684,14824,10352,0
271,12/24/2020 05:00:00 AM,11669,23532,48479,46058,40561,38964,26007,14993,10465,0
272,12/25/2020 05:00:00 AM,11793,23753,48920,46453,40890,39365,26275,15157,10554,0
273,12/26/2020 05:00:00 AM,11917,23981,49312,46800,41242,39746,26497,15293,10652,0
274,12/27/2020 05:00:00 AM,12028,24136,49606,47082,41484,40018,26709,15405,10730,0
275,12/28/2020 05:00:00 AM,12135,24325,49926,47404,41784,40342,26937,15521,10809,0
276,12/29/2020 05:00:00 AM,12236,24482,50263,47723,42072,40643,27145,15633,10864,0
277,12/30/2020 05:00:00 AM,12351,24706,50679,48146,42462,41105,27484,15804,10952,0
278,12/31/2020 05:00:00 AM,12541,25021,51169,48615,42905,41557,27801,16004,11049,0
279,01/01/2021 05:00:00 AM,12737,25363,51773,49237,43421,42133,28180,16188,11187,0
280,01/02/2021 05:00:00 AM,12912,25677,52300,49734,43843,42575,28496,16340,11294,0
281,01/03/2021 05:00:00 AM,13047,25897,52657,50090,44144,42917,28737,16476,11354,0
282,01/04/2021 05:00:00 AM,13202,26159,53055,50500,44481,43330,29009,16633,11433,0
283,01/05/2021 05:00:00 AM,13295,26358,53433,50844,44769,43613,29216,16746,11484,0
284,01/06/2021 05:00:00 AM,13467,26685,54057,51321,45270,44079,29520,16936,11569,0
285,01/07/2021 05:00:00 AM,13607,27006,54555,51831,45744,44523,29853,17102,11653,0
286,01/08/2021 05:00:00 AM,13810,27406,55229,52440,46305,45056,30236,17348,11776,0
287,01/09/2021 05:00:00 AM,14034,27838,55920,53060,46843,45603,30626,17543,11897,0
288,01/10/2021 05:00:00 AM,14233,28188,56532,53588,47306,46122,30947,17734,12024,0
289,01/11/2021 05:00:00 AM,14427,28562,57034,54123,47743,46579,31241,17879,12098,0
290,01/12/2021 05:00:00 AM,14577,28862,57488,54600,48133,47011,31507,18014,12159,0
291,01/13/2021 05:00:00 AM,14722,29164,57920,54983,48506,47402,31756,18157,12257,0
292,01/14/2021 05:00:00 AM,14892,29454,58464,55448,48930,47857,32074,18350,12346,0
293,01/15/2021 05:00:00 AM,15076,29735,58993,55907,49328,48294,32422,18519,12465,0
294,01/16/2021 05:00:00 AM,15291,30049,59546,56430,49820,48840,32780,18694,12581,0
295,01/17/2021 05:00:00 AM,15449,30293,59936,56819,50167,49245,33047,18833,12656,0
296,01/18/2021 05:00:00 AM,15570,30475,60220,57114,50412,49529,33235,18936,12723,0
297,01/19/2021 05:00:00 AM,15681,30689,60532,57460,50701,49800,33468,19039,12816,0
298,01/20/2021 05:00:00 AM,15817,30930,60897,57790,51021,50120,33703,19171,12904,0
299,01/21/2021 05:00:00 AM,15952,31195,61261,58110,51318,50476,33924,19304,12979,0
300,01/22/2021 05:00:00 AM,16085,31438,61643,58501,51651,50855,34189,19457,13096,0
301,01/23/2021 05:00:00 AM,16245,31724,62036,58872,51994,51239,34452,19590,13155,0
302,01/24/2021 05:00:00 AM,16387,31960,62373,59221,52290,51558,34705,19728,13230,0
303,01/25/2021 05:00:00 AM,16505,32158,62624,59508,52528,51822,34875,19831,13287,0
304,01/26/2021 05:00:00 AM,16603,32319,62872,59778,52732,52043,35039,19898,13336,0
305,01/27/2021 05:00:00 AM,16749,32515,63184,60096,53016,52351,35266,19993,13389,0
306,01/28/2021 05:00:00 AM,16864,32737,63548,60429,53340,52676,35516,20159,13480,0
307,01/29/2021 05:00:00 AM,17006,32913,63847,60746,53634,52974,35690,20271,13548,0
308,01/30/2021 05:00:00 AM,17163,33134,64194,61061,53906,53282,35930,20424,13632,0
309,01/31/2021 05:00:00 AM,17278,33303,64475,61330,54157,53540,36126,20545,13719,0
310,02/01/2021 05:00:00 AM,17350,33456,64671,61509,54327,53696,36248,20617,13762,0
311,02/02/2021 05:00:00 AM,17402,33543,64847,61665,54457,53834,36330,20676,13787,0
312,02/03/2021 05:00:00 AM,17454,33622,65016,61792,54609,53979,36432,20749,13830,0
313,02/04/2021 05:00:00 AM,17553,33768,65286,62056,54841,54236,36585,20839,13873,0
314,02/05/2021 05:00:00 AM,17631,33946,65560,62306,55056,54457,36751,20929,13948,0
315,02/06/2021 05:00:00 AM,17726,34114,65805,62540,55262,54664,36925,21039,14009,0
316,02/07/2021 05:00:00 AM,17841,34275,66063,62789,55481,54891,37084,21140,14086,0
317,02/08/2021 05:00:00 AM,17907,34390,66210,62916,55588,55030,37185,21212,14115,0
318,02/09/2021 05:00:00 AM,17959,34519,66387,63082,55711,55177,37271,21275,14148,0
319,02/10/2021 05:00:00 AM,18042,34643,66590,63282,55852,55357,37397,21325,14178,0
320,02/11/2021 05:00:00 AM,18124,34777,66784,63450,55998,55548,37530,21420,14234,0
321,02/12/2021 05:00:00 AM,18183,34899,66979,63614,56151,55708,37659,21492,14292,0
322,02/13/2021 05:00:00 AM,18249,35064,67165,63816,56325,55881,37770,21536,14330,0
323,02/14/2021 05:00:00 AM,18317,35174,67281,63944,56440,56013,37870,21583,14361,0
324,02/15/2021 05:00:00 AM,18352,35274,67395,64049,56550,56128,37952,21623,14382,0
325,02/16/2021 05:00:00 AM,18378,35332,67500,64132,56618,56200,38007,21655,14399,0
326,02/17/2021 05:00:00 AM,18437,35423,67640,64243,56728,56314,38085,21693,14417,0
327,02/18/2021 05:00:00 AM,18510,35529,67808,64379,56851,56481,38191,21758,14459,0
328,02/19/2021 05:00:00 AM,18578,35659,68012,64526,56969,56626,38295,21827,14482,0
329,02/20/2021 05:00:00 AM,18625,35771,68153,64634,57079,56740,38363,21864,14508,0
330,02/21/2021 05:00:00 AM,18677,35859,68258,64736,57163,56822,38419,21895,14526,0
331,02/22/2021 05:00:00 AM,18716,35954,68380,64832,57241,56909,38475,21920,14539,0
332,02/23/2021 05:00:00 AM,18747,36063,68525,64921,57317,56997,38553,21952,14553,0
333,02/24/2021 05:00:00 AM,18794,36183,68689,65052,57444,57111,38643,22003,14571,0
334,02/25/2021 05:00:00 AM,18847,36293,68877,65219,57581,57257,38760,22046,14586,0
335,02/26/2021 05:00:00 AM,18909,36426,69089,65363,57715,57385,38861,22080,14608,0
336,02/27/2021 05:00:00 AM,18969,36540,69262,65501,57814,57501,38945,22112,14628,0
337,02/28/2021 05:00:00 AM,19023,36651,69434,65624,57921,57628,39014,22152,14652,0
338,03/01/2021 05:00:00 AM,19074,36736,69548,65718,57995,57707,39070,22185,14669,0
339,03/02/2021 05:00:00 AM,19097,36791,69645,65806,58050,57769,39118,22215,14679,0
340,03/03/2021 05:00:00 AM,19159,36901,69782,65937,58148,57893,39193,22249,14694,0
341,03/04/2021 05:00:00 AM,19216,37000,69938,66060,58252,58014,39282,22292,14711,0
342,03/05/2021 05:00:00 AM,19283,37126,70120,66217,58371,58145,39341,22338,14737,0
343,03/06/2021 05:00:00 AM,19329,37242,70292,66388,58502,58273,39452,22382,14750,0
344,03/07/2021 05:00:00 AM,19382,37337,70427,66484,58618,58363,39519,22418,14771,0
345,03/08/2021 05:00:00 AM,19426,37430,70592,66590,58704,58442,39598,22458,14795,0
346,03/09/2021 05:00:00 AM,19462,37532,70698,66693,58809,58542,39646,22482,14802,0
347,03/10/2021 05:00:00 AM,19516,37640,70899,66837,58936,58681,39729,22513,14815,0
348,03/11/2021 05:00:00 AM,19598,37768,71050,66983,59076,58810,39821,22544,14840,0
349,03/12/2021 05:00:00 AM,19670,37922,71256,67143,59200,58962,39899,22572,14856,0
350,03/13/2021 05:00:00 AM,19774,38048,71467,67329,59361,59123,39992,22614,14873,0
351,03/14/2021 06:00:00 AM,19851,38160,71631,67460,59475,59263,40071,22649,14881,0
352,03/15/2021 06:00:00 AM,19899,38242,71737,67560,59553,59373,40129,22676,14889,0
353,03/16/2021 06:00:00 AM,19938,38326,71853,67679,59645,59471,40191,22714,14899,0
354,03/17/2021 06:00:00 AM,20018,38442,71996,67870,59756,59594,40286,22753,14918,0
355,03/18/2021 06:00:00 AM,20104,38561,72213,68027,59934,59760,40413,22798,14936,0
356,03/19/2021 06:00:00 AM,20184,38718,72474,68239,60078,59911,40508,22832,14954,0
357,03/20/2021 06:00:00 AM,20261,38869,72736,68427,60216,60078,40601,22860,14968,0
358,03/21/2021 06:00:00 AM,20358,39010,72923,68580,60365,60217,40689,22901,14980,0
359,03/22/2021 06:00:00 AM,20428,39095,73042,68692,60465,60312,40739,22935,14997,0
360,03/23/2021 06:00:00 AM,20491,39191,73192,68816,60556,60411,40794,22961,15015,0
361,03/24/2021 06:00:00 AM,20585,39331,73412,69034,60705,60578,40911,23016,15028,0
362,03/25/2021 06:00:00 AM,20674,39518,73714,69228,60911,60779,41043,23061,15054,0
363,03/26/2021 06:00:00 AM,20777,39696,74022,69448,61089,60963,41166,23100,15082,0
364,03/27/2021 06:00:00 AM,20882,39881,74306,69669,61295,61143,41279,23151,15103,0
365,03/28/2021 06:00:00 AM,21003,40074,74551,69888,61474,61321,41408,23207,15118,0
366,03/29/2021 06:00:00 AM,21098,40193,74745,70040,61622,61482,41509,23256,15130,0
367,03/30/2021 06:00:00 AM,21150,40301,74927,70196,61761,61632,41578,23289,15144,0
368,03/31/2021 06:00:00 AM,21258,40463,75178,70446,61950,61849,41704,23337,15159,0
369,04/01/2021 06:00:00 AM,21364,40644,75502,70723,62171,62091,41857,23393,15183,0
370,04/02/2021 06:00:00 AM,21474,40812,75804,70971,62381,62317,41971,23450,15205,0
371,04/03/2021 06:00:00 AM,21575,40975,76059,71200,62541,62508,42076,23506,15220,0
372,04/04/2021 06:00:00 AM,21715,41181,76423,71491,62748,62748,42219,23569,15235,0
373,04/05/2021 06:00:00 AM,21783,41278,76590,71622,62897,62859,42305,23608,15246,0
374,04/06/2021 06:00:00 AM,21840,41389,76771,71775,63018,62985,42376,23639,15262,0
375,04/07/2021 06:00:00 AM,21960,41570,77042,72026,63237,63205,42511,23688,15287,0
376,04/08/2021 06:00:00 AM,22051,41741,77290,72264,63420,63393,42612,23735,15317,0
377,04/09/2021 06:00:00 AM,22226,42023,77650,72567,63644,63660,42768,23783,15342,0
378,04/10/2021 06:00:00 AM,22361,42256,77969,72872,63847,63876,42863,23829,15374,0
379,04/11/2021 06:00:00 AM,22503,42474,78242,73125,64062,64082,42971,23881,15390,0
380,04/12/2021 06:00:00 AM,22594,42624,78423,73291,64205,64207,43057,23914,15400,0
381,04/13/2021 06:00:00 AM,22665,42794,78657,73460,64359,64352,43150,23956,15406,0
382,04/14/2021 06:00:00 AM,22833,43006,78970,73714,64568,64579,43270,23997,15414,0
383,04/15/2021 06:00:00 AM,22961,43207,79264,73954,64762,64780,43386,24043,15438,0
384,04/16/2021 06:00:00 AM,23112,43420,79595,74210,64986,64998,43499,24089,15450,0
385,04/17/2021 06:00:00 AM,23240,43698,79873,74458,65164,65235,43607,24122,15462,0
386,04/18/2021 06:00:00 AM,23378,43863,80081,74652,65324,65382,43701,24168,15479,0
387,04/19/2021 06:00:00 AM,23447,43945,80180,74754,65428,65459,43758,24194,15494,0
388,04/20/2021 06:00:00 AM,23518,44078,80332,74939,65559,65582,43836,24230,15510,0
389,04/21/2021 06:00:00 AM,23645,44251,80524,75154,65724,65758,43934,24270,15529,0
390,04/22/2021 06:00:00 AM,23784,44423,80728,75351,65904,65923,44034,24303,15542,0
391,04/23/2021 06:00:00 AM,23915,44610,80968,75544,66038,66065,44124,24331,15560,0
392,04/24/2021 06:00:00 AM,24046,44809,81199,75732,66211,66201,44218,24367,15568,0
393,04/25/2021 06:00:00 AM,24147,44948,81367,75879,66336,66307,44296,24398,15579,0
394,04/26/2021 06:00:00 AM,24206,45027,81455,75980,66419,66397,44332,24414,15584,0
395,04/27/2021 06:00:00 AM,24260,45119,81583,76116,66504,66486,44392,24435,15596,0
396,04/28/2021 06:00:00 AM,24366,45270,81774,76272,66647,66623,44460,24470,15611,0
397,04/29/2021 06:00:00 AM,24484,45402,81957,76430,66775,66751,44532,24504,15624,0
398,04/30/2021 06:00:00 AM,24587,45550,82127,76592,66914,66873,44595,24524,15639,0
399,05/01/2021 06:00:00 AM,24705,45704,82324,76721,67029,66989,44653,24563,15652,0
400,05/02/2021 06:00:00 AM,24774,45782,82446,76850,67117,67085,44693,24579,15663,0
401,05/03/2021 06:00:00 AM,24839,45873,82537,76940,67173,67147,44731,24595,15674,0
402,05/04/2021 06:00:00 AM,24885,45943,82604,77044,67237,67223,44773,24615,15686,0
403,05/05/2021 06:00:00 AM,24958,46045,82732,77168,67314,67297,44831,24650,15694,0
404,05/06/2021 06:00:00 AM,24998,46137,82839,77272,67402,67378,44867,24669,15705,0
405,05/07/2021 06:00:00 AM,25083,46247,82973,77404,67514,67470,44935,24694,15715,0
406,05/08/2021 06:00:00 AM,25136,46351,83087,77529,67582,67557,44993,24728,15728,0
407,05/09/2021 06:00:00 AM,25172,46427,83162,77604,67642,67610,45029,24742,15737,0
408,05/10/2021 06:00:00 AM,25196,46464,83213,77660,67671,67647,45056,24753,15741,0
409,05/11/2021 06:00:00 AM,25232,46527,83273,77739,67720,67696,45088,24775,15750,0
410,05/12/2021 06:00:00 AM,25283,46590,83361,77828,67790,67746,45122,24792,15759,0
411,05/13/2021 06:00:00 AM,25345,46669,83438,77900,67861,67801,45154,24812,15765,0
412,05/14/2021 06:00:00 AM,25415,46740,83534,77977,67929,67866,45188,24832,15776,0
413,05/15/2021 06:00:00 AM,25445,46802,83600,78046,67982,67924,45214,24842,15780,0
414,05/16/2021 06:00:00 AM,25480,46851,83659,78110,68038,67971,45254,24854,15787,0
415,05/17/2021 06:00:00 AM,25499,46891,83683,78148,68076,67994,45271,24858,15796,0
416,05/18/2021 06:00:00 AM,25521,46931,83718,78188,68100,68012,45284,24871,15803,0
417,05/19/2021 06:00:00 AM,25550,46994,83777,78252,68137,68047,45309,24884,15815,0
418,05/20/2021 06:00:00 AM,25587,47045,83834,78311,68173,68077,45332,24904,15821,0
419,05/21/2021 06:00:00 AM,25638,47112,83917,78380,68227,68134,45369,24921,15829,0
420,05/22/2021 06:00:00 AM,25694,47177,84002,78466,68287,68209,45418,24957,15838,0
421,05/23/2021 06:00:00 AM,25725,47214,84046,78512,68323,68234,45435,24962,15841,0
422,05/24/2021 06:00:00 AM,25758,47243,84077,78545,68357,68267,45453,24973,15847,0
423,05/25/2021 06:00:00 AM,25776,47256,84111,78577,68372,68285,45470,24982,15851,0
424,05/26/2021 06:00:00 AM,25809,47277,84142,78611,68399,68308,45483,24996,15853,0
425,05/27/2021 06:00:00 AM,25847,47305,84176,78640,68426,68343,45500,25003,15855,0
426,05/28/2021 06:00:00 AM,25879,47335,84224,78690,68453,68364,45523,25013,15862,0
427,05/29/2021 06:00:00 AM,25893,47365,84253,78726,68484,68380,45534,25023,15870,0
428,05/30/2021 06:00:00 AM,25920,47411,84302,78759,68518,68416,45551,25027,15873,0
429,05/31/2021 06:00:00 AM,25929,47422,84322,78785,68535,68431,45564,25032,15874,0
430,06/01/2021 06:00:00 AM,25942,47433,84336,78801,68550,68448,45570,25036,15879,0
431,06/02/2021 06:00:00 AM,25948,47444,84348,78811,68556,68456,45580,25038,15879,0
432,06/03/2021 06:00:00 AM,25964,47464,84372,78838,68569,68474,45589,25042,15882,0
433,06/04/2021 06:00:00 AM,25977,47482,84389,78867,68582,68497,45606,25049,15890,0
434,06/05/2021 06:00:00 AM,25986,47501,84403,78889,68601,68517,45616,25058,15900,0
435,06/06/2021 06:00:00 AM,25996,47510,84422,78905,68613,68536,45629,25061,15903,0
436,06/07/2021 06:00:00 AM,26009,47518,84438,78916,68624,68548,45635,25066,15905,0
437,06/08/2021 06:00:00 AM,26012,47527,84453,78934,68630,68561,45645,25069,15906,0
438,06/09/2021 06:00:00 AM,26024,47545,84476,78953,68646,68575,45658,25073,15913,0
439,06/10/2021 06:00:00 AM,26035,47556,84498,78973,68666,68591,45672,25078,15915,0
440,06/11/2021 06:00:00 AM,26048,47568,84520,78997,68678,68606,45684,25080,15916,0
441,06/12/2021 06:00:00 AM,26066,47569,84537,79014,68687,68619,45691,25083,15917,0
442,06/13/2021 06:00:00 AM,26074,47580,84550,79025,68698,68631,45699,25090,15918,0
443,06/14/2021 06:00:00 AM,26080,47590,84559,79035,68708,68637,45705,25092,15919,0
444,06/15/2021 06:00:00 AM,26088,47595,84567,79048,68716,68648,45709,25095,15926,0
445,06/16/2021 06:00:00 AM,26092,47610,84580,79058,68721,68666,45720,25096,15927,0
446,06/17/2021 06:00:00 AM,26099,47619,84592,79072,68734,68675,45725,25103,15930,0
447,06/18/2021 06:00:00 AM,26109,47634,84610,79084,68749,68681,45732,25104,15932,0
448,06/19/2021 06:00:00 AM,26111,47643,84619,79096,68759,68688,45742,25104,15935,0
449,06/20/2021 06:00:00 AM,26112,47648,84632,79103,68764,68695,45743,25105,15937,0
450,06/21/2021 06:00:00 AM,26116,47652,84639,79107,68774,68699,45748,25106,15938,0
451,06/22/2021 06:00:00 AM,26121,47662,84646,79113,68783,68707,45749,25107,15940,0
452,06/23/2021 06:00:00 AM,26126,47672,84650,79129,68789,68712,45754,25110,15945,0
453,06/24/2021 06:00:00 AM,26134,47676,84660,79142,68796,68724,45760,25114,15947,0
454,06/25/2021 06:00:00 AM,26144,47685,84673,79150,68803,68737,45765,25114,15946,0
455,06/26/2021 06:00:00 AM,26149,47691,84688,79167,68810,68742,45770,25115,15946,0
456,06/27/2021 06:00:00 AM,26155,47702,84703,79178,68814,68751,45774,25120,15947,0
457,06/28/2021 06:00:00 AM,26162,47706,84706,79182,68822,68757,45776,25123,15947,0
458,06/29/2021 06:00:00 AM,26166,47710,84710,79186,68826,68762,45782,25126,15949,0
459,06/30/2021 06:00:00 AM,26171,47719,84720,79199,68834,68770,45788,25127,15951,0
460,07/01/2021 06:00:00 AM,26179,47723,84737,79209,68848,68777,45799,25131,15951,0
461,07/02/2021 06:00:00 AM,26187,47742,84760,79219,68858,68785,45804,25132,15952,0
462,07/03/2021 06:00:00 AM,26199,47757,84771,79239,68871,68793,45813,25138,15954,0
463,07/04/2021 06:00:00 AM,26207,47766,84780,79249,68877,68797,45822,25142,15956,0
464,07/05/2021 06:00:00 AM,26213,47773,84783,79258,68881,68801,45826,25143,15956,0
465,07/06/2021 06:00:00 AM,26215,47780,84792,79267,68883,68811,45828,25148,15957,0
466,07/07/2021 06:00:00 AM,26222,47786,84808,79273,68890,68815,45830,25153,15959,0
467,07/08/2021 06:00:00 AM,26230,47793,84831,79291,68897,68832,45844,25158,15959,0
468,07/09/2021 06:00:00 AM,26247,47808,84859,79321,68913,68845,45861,25166,15960,0
469,07/10/2021 06:00:00 AM,26257,47817,84891,79343,68932,68858,45872,25176,15961,0
470,07/11/2021 06:00:00 AM,26262,47826,84904,79359,68946,68868,45881,25177,15963,0
471,07/12/2021 06:00:00 AM,26268,47840,84925,79376,68953,68874,45882,25181,15966,0
472,07/13/2021 06:00:00 AM,26277,47854,84953,79401,68973,68882,45890,25184,15969,0
473,07/14/2021 06:00:00 AM,26283,47869,84981,79418,68991,68888,45898,25189,15970,0
474,07/15/2021 06:00:00 AM,26293,47888,85019,79453,69018,68913,45912,25197,15972,0
475,07/16/2021 06:00:00 AM,26313,47911,85070,79488,69043,68926,45919,25201,15977,0
476,07/17/2021 06:00:00 AM,26327,47931,85121,79522,69063,68950,45930,25208,15979,0
477,07/18/2021 06:00:00 AM,26343,47957,85151,79554,69084,68973,45940,25213,15982,0
478,07/19/2021 06:00:00 AM,26360,47974,85185,79580,69103,68986,45949,25215,15984,0
479,07/20/2021 06:00:00 AM,26372,47990,85223,79605,69127,69012,45957,25219,15986,0
480,07/21/2021 06:00:00 AM,26403,48015,85276,79636,69171,69040,45978,25227,15989,0
481,07/22/2021 06:00:00 AM,26435,48063,85339,79685,69215,69069,46006,25235,15991,0
482,07/23/2021 06:00:00 AM,26455,48097,85398,79743,69261,69105,46024,25245,15998,0
483,07/24/2021 06:00:00 AM,26490,48149,85455,79804,69299,69149,46042,25253,16002,0
484,07/25/2021 06:00:00 AM,26516,48192,85522,79858,69344,69178,46066,25267,16006,0
485,07/26/2021 06:00:00 AM,26552,48227,85569,79910,69368,69204,46086,25279,16010,0
486,07/27/2021 06:00:00 AM,26579,48262,85627,79969,69418,69246,46107,25291,16015,0
487,07/28/2021 06:00:00 AM,26629,48315,85720,80049,69476,69286,46130,25305,16020,0
488,07/29/2021 06:00:00 AM,26693,48394,85819,80149,69546,69344,46151,25314,16025,0
489,07/30/2021 06:00:00 AM,26749,48461,85925,80246,69625,69409,46183,25331,16032,0
490,07/31/2021 06:00:00 AM,26802,48543,86066,80354,69701,69461,46235,25347,16039,0
491,08/01/2021 06:00:00 AM,26849,48620,86188,80478,69770,69512,46267,25366,16045,0
492,08/02/2021 06:00:00 AM,26901,48682,86275,80559,69844,69552,46296,25383,16050,0
493,08/03/2021 06:00:00 AM,26935,48746,86339,80630,69886,69588,46334,25397,16055,0
494,08/04/2021 06:00:00 AM,27034,48833,86479,80750,69976,69674,46370,25424,16065,0
495,08/05/2021 06:00:00 AM,27113,48936,86614,80907,70077,69751,46420,25444,16072,0
496,08/06/2021 06:00:00 AM,27216,49061,86780,81092,70189,69836,46492,25479,16079,0
497,08/07/2021 06:00:00 AM,27322,49178,86961,81273,70311,69923,46547,25508,16093,0
498,08/08/2021 06:00:00 AM,27415,49279,87148,81430,70437,70012,46602,25534,16112,0
499,08/09/2021 06:00:00 AM,27500,49358,87263,81525,70506,70069,46649,25560,16125,0
500,08/10/2021 06:00:00 AM,27567,49442,87394,81641,70584,70156,46695,25573,16132,0
501,08/11/2021 06:00:00 AM,27681,49558,87584,81793,70691,70252,46762,25601,16148,0
502,08/12/2021 06:00:00 AM,27803,49695,87782,82000,70836,70366,46825,25649,16161,0
503,08/13/2021 06:00:00 AM,27899,49831,87966,82167,70968,70471,46897,25692,16176,0
504,08/14/2021 06:00:00 AM,28015,49969,88181,82347,71111,70568,46972,25729,16191,0
505,08/15/2021 06:00:00 AM,28125,50080,88337,82516,71236,70670,47015,25767,16206,0
506,08/16/2021 06:00:00 AM,28213,50180,88470,82663,71346,70755,47067,25803,16221,0
507,08/17/2021 06:00:00 AM,28297,50280,88622,82833,71470,70863,47144,25831,16229,0
508,08/18/2021 06:00:00 AM,28391,50409,88829,82997,71623,70992,47218,25871,16251,0
509,08/19/2021 06:00:00 AM,28512,50519,89013,83198,71763,71124,47307,25935,16270,0
510,08/20/2021 06:00:00 AM,28666,50689,89237,83408,71898,71262,47413,25980,16294,0
511,08/21/2021 06:00:00 AM,28796,50849,89449,83604,72038,71391,47503,26030,16318,0
512,08/22/2021 06:00:00 AM,28915,50973,89625,83772,72159,71515,47590,26080,16339,0
513,08/23/2021 06:00:00 AM,29021,51087,89816,83927,72271,71638,47659,26120,16354,0
514,08/24/2021 06:00:00 AM,29111,51170,89989,84081,72387,71739,47728,26165,16370,0
515,08/25/2021 06:00:00 AM,29255,51333,90193,84292,72548,71888,47825,26210,16386,0
